authors,publicationDate,journal,volume,issue,pages,description
"Theo Vos, Christine Allen, Megha Arora, Ryan M Barber, Zulfiqar A Bhutta, Alexandria Brown, Austin Carter, Daniel C Casey, Fiona J Charlson, Alan Z Chen, Megan Coggeshall, Leslie Cornaby, Lalit Dandona, Daniel J Dicker, Tina Dilegge, Holly E Erskine, Alize J Ferrari, Christina Fitzmaurice, Tom Fleming, Mohammad H Forouzanfar, Nancy Fullman, Peter W Gething, Ellen M Goldberg, Nicholas Graetz, Juanita A Haagsma, Simon I Hay, Catherine O Johnson, Nicholas J Kassebaum, Toana Kawashima, Laura Kemmer, Ibrahim A Khalil, Yohannes Kinfu, Hmwe H Kyu, Janni Leung, Xiaofeng Liang, Stephen S Lim, Alan D Lopez, Rafael Lozano, Laurie Marczak, George A Mensah, Ali H Mokdad, Mohsen Naghavi, Grant Nguyen, Elaine Nsoesie, Helen Olsen, David M Pigott, Christine Pinho, Zane Rankin, Nikolas Reinig, Joshua A Salomon, Logan Sandar, Alison Smith, Jeffrey Stanaway, Caitlyn Steiner, Stephanie Teeple, Bernadette A Thomas, Christopher Troeger, Joseph A Wagner, Haidong Wang, Valentine Wanga, Harvey A Whiteford, Leo Zoeckler, Amanuel Alemu Abajobir, Kalkidan Hassen Abate, Cristiana Abbafati, Kaja M Abbas, Foad Abd-Allah, Biju Abraham, Ibrahim Abubakar, Laith J Abu-Raddad, Niveen ME Abu-Rmeileh, Ilana N Ackerman, Akindele Olupelumi Adebiyi, Zanfina Ademi, Arsène Kouablan Adou, Kossivi Agbelenko Afanvi, Emilie Elisabet Agardh, Arnav Agarwal, Aliasghar Ahmad Kiadaliri, Hamid Ahmadieh, Oluremi N Ajala, Rufus Olusola Akinyemi, Nadia Akseer, Ziyad Al-Aly, Khurshid Alam, Noore KM Alam, Saleh Fahed Aldhahri, Miguel Angel Alegretti, Zewdie Aderaw Alemu, Lily T Alexander, Samia Alhabib, Raghib Ali, Ala'a Alkerwi, François Alla, Peter Allebeck, Rajaa Al-Raddadi, Ubai Alsharif, Khalid A Altirkawi, Nelson Alvis-Guzman, Azmeraw T Amare, Alemayehu Amberbir, Heresh Amini, Walid Ammar, Stephen Marc Amrock, Hjalte H Andersen, Gregory M Anderson, Benjamin O Anderson, Carl Abelardo T Antonio, Atsede Fantahun Aregay, Johan Ärnlöv, Al Artaman, Hamid Asayesh, Reza Assadi, Suleman Atique, Euripide Frinel G Arthur Avokpaho, Ashish Awasthi, Beatriz Paulina Ayala Quintanilla, Peter Azzopardi, Umar Bacha, Alaa Badawi, Kalpana Balakrishnan, Amitava Banerjee, Aleksandra Barac, Suzanne L Barker-Collo, Till Bärnighausen, Lars Barregard, Lope H Barrero, Arindam Basu, Shahrzad Bazargan-Hejazi, Ettore Beghi, Brent Bell, Michelle L Bell, Derrick A Bennett, Isabela M Bensenor, Habib Benzian, Adugnaw Berhane, Eduardo Bernabé, Balem Demtsu Betsu, Addisu Shunu Beyene, Neeraj Bhala, Samir Bhatt, Sibhatu Biadgilign, Kelly Bienhoff, Boris Bikbov, Stan Biryukov, Donal Bisanzio, Espen Bjertness, Jed Blore, Rohan Borschmann, Soufiane Boufous",2016/10/8,The lancet,388,10053,1545-1602,Elsevier
"Jeffrey D Stanaway, Ashkan Afshin, Emmanuela Gakidou, Stephen S Lim, Degu Abate, Kalkidan Hassen Abate, Cristiana Abbafati, Nooshin Abbasi, Hedayat Abbastabar, Foad Abd-Allah, Jemal Abdela, Ahmed Abdelalim, Ibrahim Abdollahpour, Rizwan Suliankatchi Abdulkader, Molla Abebe, Zegeye Abebe, Semaw F Abera, Olifan Zewdie Abil, Haftom Niguse Abraha, Aklilu Roba Abrham, Laith Jamal Abu-Raddad, Niveen ME Abu-Rmeileh, Manfred Mario Kokou Accrombessi, Dilaram Acharya, Pawan Acharya, Abdu A Adamu, Akilew Awoke Adane, Oladimeji M Adebayo, Rufus Adesoji Adedoyin, Victor Adekanmbi, Zanfina Ademi, Olatunji O Adetokunboh, Mina G Adib, Amha Admasie, Jose C Adsuar, Kossivi Agbelenko Afanvi, Mohsen Afarideh, Gina Agarwal, Anju Aggarwal, Sargis Aghasi Aghayan, Anurag Agrawal, Sutapa Agrawal, Alireza Ahmadi, Mehdi Ahmadi, Hamid Ahmadieh, Muktar Beshir Ahmed, Amani Nidhal Aichour, Ibtihel Aichour, Miloud Taki Eddine Aichour, Mohammad Esmaeil Akbari, Tomi Akinyemiju, Nadia Akseer, Ziyad Al-Aly, Ayman Al-Eyadhy, Hesham M Al-Mekhlafi, Fares Alahdab, Khurshid Alam, Samiah Alam, Tahiya Alam, Alaa Alashi, Seyed Moayed Alavian, Kefyalew Addis Alene, Komal Ali, Syed Mustafa Ali, Mehran Alijanzadeh, Reza Alizadeh-Navaei, Syed Mohamed Aljunid, Ala'a Alkerwi, François Alla, Ubai Alsharif, Khalid Altirkawi, Nelson Alvis-Guzman, Azmeraw T Amare, Walid Ammar, Nahla Hamed Anber, Jason A Anderson, Catalina Liliana Andrei, Sofia Androudi, Megbaru Debalkie Animut, Mina Anjomshoa, Mustafa Geleto Ansha, Josep M Antó, Carl Abelardo T Antonio, Palwasha Anwari, Lambert Tetteh Appiah, Seth Christopher Yaw Appiah, Jalal Arabloo, Olatunde Aremu, Johan Ärnlöv, Al Artaman, Krishna K Aryal, Hamid Asayesh, Zerihun Ataro, Marcel Ausloos, Euripide FGA Avokpaho, Ashish Awasthi, Beatriz Paulina Ayala Quintanilla, Rakesh Ayer, Tambe B Ayuk, Peter S Azzopardi, Arefeh Babazadeh, Hamid Badali, Alaa Badawi, Kalpana Balakrishnan, Ayele Geleto Bali, Kylie Ball, Shoshana H Ballew, Maciej Banach, Joseph Adel Mattar Banoub, Aleksandra Barac, Suzanne Lyn Barker-Collo, Till Winfried Bärnighausen, Lope H Barrero, Sanjay Basu, Bernhard T Baune, Shahrzad Bazargan-Hejazi, Neeraj Bedi, Ettore Beghi, Masoud Behzadifar, Meysam Behzadifar, Yannick Béjot, Bayu Begashaw Bekele, Eyasu Tamru Bekru, Ezra Belay, Yihalem Abebe Belay, Michelle L Bell, Aminu K Bello, Derrick A Bennett, Isabela M Bensenor, Gilles Bergeron, Adugnaw Berhane, Eduardo Bernabe, Robert S Bernstein, Mircea Beuran, Tina Beyranvand, Neeraj Bhala, Ashish Bhalla, Suraj Bhattarai, Zulfiqar A Bhutta, Belete Biadgo, Ali Bijani, Boris Bikbov, Ver Bilano, Nigus Bililign, Muhammad Shahdaat Bin Sayeed, Donal Bisanzio, Tuhin Biswas, Tone Bjørge, Brigette F Blacker, Archie Bleyer",2018/11/10,The Lancet,392,10159,1923-1994,Elsevier
"Christina Fitzmaurice, Christine Allen, Ryan M Barber, Lars Barregard, Zulfiqar A Bhutta, Hermann Brenner, Daniel J Dicker, Odgerel Chimed-Orchir, Rakhi Dandona, Lalit Dandona, Tom Fleming, Mohammad H Forouzanfar, Jamie Hancock, Roderick J Hay, Rachel Hunter-Merrill, Chantal Huynh, H Dean Hosgood, Catherine O Johnson, Jost B Jonas, Jagdish Khubchandani, G Anil Kumar, Michael Kutz, Qing Lan, Heidi J Larson, Xiaofeng Liang, Stephen S Lim, Alan D Lopez, Michael F MacIntyre, Laurie Marczak, Neal Marquez, Ali H Mokdad, Christine Pinho, Farshad Pourmalek, Joshua A Salomon, Juan Ramon Sanabria, Logan Sandar, Benn Sartorius, Stephen M Schwartz, Katya A Shackelford, Kenji Shibuya, Jeff Stanaway, Caitlyn Steiner, Jiandong Sun, Ken Takahashi, Stein Emil Vollset, Theo Vos, Joseph A Wagner, Haidong Wang, Ronny Westerman, Hajo Zeeb, Leo Zoeckler, Foad Abd-Allah, Muktar Beshir Ahmed, Samer Alabed, Noore K Alam, Saleh Fahed Aldhahri, Girma Alem, Mulubirhan Assefa Alemayohu, Raghib Ali, Rajaa Al-Raddadi, Azmeraw Amare, Yaw Amoako, Al Artaman, Hamid Asayesh, Niguse Atnafu, Ashish Awasthi, Huda Ba Saleem, Aleksandra Barac, Neeraj Bedi, Isabela Bensenor, Adugnaw Berhane, Eduardo Bernabé, Balem Betsu, Agnes Binagwaho, Dube Boneya, Ismael Campos-Nonato, Carlos Castañeda-Orjuela, Ferrán Catalá-López, Peggy Chiang, Chioma Chibueze, Abdulaal Chitheer, Jee-Young Choi, Benjamin Cowie, Solomon Damtew, José das Neves, Suhojit Dey, Samath Dharmaratne, Preet Dhillon, Eric Ding, Tim Driscoll, Donatus Ekwueme, Aman Yesuf Endries, Maryam Farvid, Farshad Farzadfar, Joao Fernandes, Florian Fischer, Alemseged Gebru, Sameer Gopalani, Alemayehu Hailu, Masako Horino, Nobuyuki Horita, Abdullatif Husseini, Inge Huybrechts, Manami Inoue, Farhad Islami, Mihajlo Jakovljevic, Spencer James, Mehdi Javanbakht, Sun Ha Jee, Amir Kasaeian, Muktar Sano Kedir, Yousef S Khader, Young-Ho Khang, Daniel Kim, James Leigh, Shai Linn, Raimundas Lunevicius, Hassan Magdy Abd El Razek, Reza Malekzadeh, Deborah Carvalho Malta, Wagner Marcenes, Desalegn Markos, Yohannes A Melaku, Kidanu G Meles, Walter Mendoza, Desalegn Tadese Mengiste, Tuomo J Meretoja, Ted R Miller, Karzan Abdulmuhsin Mohammad, Alireza Mohammadi, Shafiu Mohammed, Maziar Moradi-Lakeh, Gabriele Nagel, Devina Nand, Quyen Le Nguyen, Sandra Nolte, Felix A Ogbo, Kelechi E Oladimeji, Eyal Oren, Mahesh Pa, Eun-Kee Park, David M Pereira, Dietrich Plass, Mostafa Qorbani, Amir Radfar, Anwar Rafay, Mahfuzar Rahman, Saleem M Rana, Kjetil Søreide, Maheswar Satpathy",2017/4/1,JAMA oncology,3,4,524-548,American Medical Association
"Gregory A Roth, Degu Abate, Kalkidan Hassen Abate, Solomon M Abay, Cristiana Abbafati, Nooshin Abbasi, Hedayat Abbastabar, Foad Abd-Allah, Jemal Abdela, Ahmed Abdelalim, Ibrahim Abdollahpour, Rizwan Suliankatchi Abdulkader, Haftom Temesgen Abebe, Molla Abebe, Zegeye Abebe, Ayenew Negesse Abejie, Semaw F Abera, Olifan Zewdie Abil, Haftom Niguse Abraha, Aklilu Roba Abrham, Laith Jamal Abu-Raddad, Manfred Mario Kokou Accrombessi, Dilaram Acharya, Abdu A Adamu, Oladimeji M Adebayo, Rufus Adesoji Adedoyin, Victor Adekanmbi, Olatunji O Adetokunboh, Beyene Meressa Adhena, Mina G Adib, Amha Admasie, Ashkan Afshin, Gina Agarwal, Kareha M Agesa, Anurag Agrawal, Sutapa Agrawal, Alireza Ahmadi, Mehdi Ahmadi, Muktar Beshir Ahmed, Sayem Ahmed, Amani Nidhal Aichour, Ibtihel Aichour, Miloud Taki Eddine Aichour, Mohammad Esmaeil Akbari, Rufus Olusola Akinyemi, Nadia Akseer, Ziyad Al-Aly, Ayman Al-Eyadhy, Rajaa M Al-Raddadi, Fares Alahdab, Khurshid Alam, Tahiya Alam, Animut Alebel, Kefyalew Addis Alene, Mehran Alijanzadeh, Reza Alizadeh-Navaei, Syed Mohamed Aljunid, Ala'a Alkerwi, François Alla, Peter Allebeck, Jordi Alonso, Khalid Altirkawi, Nelson Alvis-Guzman, Azmeraw T Amare, Leopold N Aminde, Erfan Amini, Walid Ammar, Yaw Ampem Amoako, Nahla Hamed Anber, Catalina Liliana Andrei, Sofia Androudi, Megbaru Debalkie Animut, Mina Anjomshoa, Hossein Ansari, Mustafa Geleto Ansha, Carl Abelardo T Antonio, Palwasha Anwari, Olatunde Aremu, Johan Ärnlöv, Amit Arora, Monika Arora, Al Artaman, Krishna K Aryal, Hamid Asayesh, Ephrem Tsegay Asfaw, Zerihun Ataro, Suleman Atique, Sachin R Atre, Marcel Ausloos, Euripide FGA Avokpaho, Ashish Awasthi, Beatriz Paulina Ayala Quintanilla, Yohanes Ayele, Rakesh Ayer, Peter S Azzopardi, Arefeh Babazadeh, Umar Bacha, Hamid Badali, Alaa Badawi, Ayele Geleto Bali, Katherine E Ballesteros, Maciej Banach, Kajori Banerjee, Marlena S Bannick, Joseph Adel Mattar Banoub, Miguel A Barboza, Suzanne Lyn Barker-Collo, Till Winfried Bärnighausen, Simon Barquera, Lope H Barrero, Quique Bassat, Sanjay Basu, Bernhard T Baune, Habtamu Wondifraw Baynes, Shahrzad Bazargan-Hejazi, Neeraj Bedi, Ettore Beghi, Masoud Behzadifar, Meysam Behzadifar, Yannick Béjot, Bayu Begashaw Bekele, Abate Bekele Belachew, Ezra Belay, Yihalem Abebe Belay, Michelle L Bell, Aminu K Bello, Derrick A Bennett, Isabela M Bensenor, Adam E Berman, Eduardo Bernabe, Robert S Bernstein, Gregory J Bertolacci, Mircea Beuran, Tina Beyranvand, Ashish Bhalla, Suraj Bhattarai, Soumyadeeep Bhaumik, Zulfiqar A Bhutta, Belete Biadgo, Molly H Biehl, Ali Bijani, Boris Bikbov, Ver Bilano, Nigus Bililign, Muhammad Shahdaat Bin Sayeed, Donal Bisanzio, Tuhin Biswas, Brigette F Blacker, Berrak Bora Basara, Rohan Borschmann",2018/11/10,The Lancet,392,10159,1736-1788,Elsevier
"Spencer L James, Degu Abate, Kalkidan Hassen Abate, Solomon M Abay, Cristiana Abbafati, Nooshin Abbasi, Hedayat Abbastabar, Foad Abd-Allah, Jemal Abdela, Ahmed Abdelalim, Ibrahim Abdollahpour, Rizwan Suliankatchi Abdulkader, Zegeye Abebe, Semaw F Abera, Olifan Zewdie Abil, Haftom Niguse Abraha, Laith Jamal Abu-Raddad, Niveen ME Abu-Rmeileh, Manfred Mario Kokou Accrombessi, Dilaram Acharya, Pawan Acharya, Ilana N Ackerman, Abdu A Adamu, Oladimeji M Adebayo, Victor Adekanmbi, Olatunji O Adetokunboh, Mina G Adib, Jose C Adsuar, Kossivi Agbelenko Afanvi, Mohsen Afarideh, Ashkan Afshin, Gina Agarwal, Kareha M Agesa, Rakesh Aggarwal, Sargis Aghasi Aghayan, Sutapa Agrawal, Alireza Ahmadi, Mehdi Ahmadi, Hamid Ahmadieh, Muktar Beshir Ahmed, Amani Nidhal Aichour, Ibtihel Aichour, Miloud Taki Eddine Aichour, Tomi Akinyemiju, Nadia Akseer, Ziyad Al-Aly, Ayman Al-Eyadhy, Hesham M Al-Mekhlafi, Rajaa M Al-Raddadi, Fares Alahdab, Khurshid Alam, Tahiya Alam, Alaa Alashi, Seyed Moayed Alavian, Kefyalew Addis Alene, Mehran Alijanzadeh, Reza Alizadeh-Navaei, Syed Mohamed Aljunid, Ala'a Alkerwi, François Alla, Peter Allebeck, Mohamed ML Alouani, Khalid Altirkawi, Nelson Alvis-Guzman, Azmeraw T Amare, Leopold N Aminde, Walid Ammar, Yaw Ampem Amoako, Nahla Hamed Anber, Catalina Liliana Andrei, Sofia Androudi, Megbaru Debalkie Animut, Mina Anjomshoa, Mustafa Geleto Ansha, Carl Abelardo T Antonio, Palwasha Anwari, Jalal Arabloo, Antonio Arauz, Olatunde Aremu, Filippo Ariani, Bahroom Armoon, Johan Ärnlöv, Amit Arora, Al Artaman, Krishna K Aryal, Hamid Asayesh, Rana Jawad Asghar, Zerihun Ataro, Sachin R Atre, Marcel Ausloos, Leticia Avila-Burgos, Euripide FGA Avokpaho, Ashish Awasthi, Beatriz Paulina Ayala Quintanilla, Rakesh Ayer, Peter S Azzopardi, Arefeh Babazadeh, Hamid Badali, Alaa Badawi, Ayele Geleto Bali, Katherine E Ballesteros, Shoshana H Ballew, Maciej Banach, Joseph Adel Mattar Banoub, Amrit Banstola, Aleksandra Barac, Miguel A Barboza, Suzanne Lyn Barker-Collo, Till Winfried Bärnighausen, Lope H Barrero, Bernhard T Baune, Shahrzad Bazargan-Hejazi, Neeraj Bedi, Ettore Beghi, Masoud Behzadifar, Meysam Behzadifar, Yannick Béjot, Abate Bekele Belachew, Yihalem Abebe Belay, Michelle L Bell, Aminu K Bello, Isabela M Bensenor, Eduardo Bernabe, Robert S Bernstein, Mircea Beuran, Tina Beyranvand, Neeraj Bhala, Suraj Bhattarai, Soumyadeep Bhaumik, Zulfiqar A Bhutta, Belete Biadgo, Ali Bijani, Boris Bikbov, Ver Bilano, Nigus Bililign, Muhammad Shahdaat Bin Sayeed, Donal Bisanzio, Brigette F Blacker, Fiona M Blyth, Ibrahim R Bou-Orm, Soufiane Boufous, Rupert Bourne, Oliver J Brady, Michael Brainin, Luisa C Brant, Alexandra Brazinova, Nicholas JK Breitborde, Hermann Brenner, Paul Svitil Briant, Andrew M Briggs",2018/11/10,The Lancet,392,10159,1789-1858,Elsevier
"Theo Vos, Stephen S Lim, Cristiana Abbafati, Kaja M Abbas, Mohammad Abbasi, Mitra Abbasifard, Mohsen Abbasi-Kangevari, Hedayat Abbastabar, Foad Abd-Allah, Ahmed Abdelalim, Mohammad Abdollahi, Ibrahim Abdollahpour, Hassan Abolhassani, Victor Aboyans, Elissa M Abrams, Lucas Guimarães Abreu, Michael RM Abrigo, Laith Jamal Abu-Raddad, Abdelrahman I Abushouk, Alyssa Acebedo, Ilana N Ackerman, Maryam Adabi, Abdu A Adamu, Oladimeji M Adebayo, Victor Adekanmbi, Jaimie D Adelson, Olatunji O Adetokunboh, Davoud Adham, Mahdi Afshari, Ashkan Afshin, Emilie E Agardh, Gina Agarwal, Kareha M Agesa, Mohammad Aghaali, Seyed Mohammad Kazem Aghamir, Anurag Agrawal, Tauseef Ahmad, Alireza Ahmadi, Mehdi Ahmadi, Hamid Ahmadieh, Ehsan Ahmadpour, Temesgen Yihunie Akalu, Rufus Olusola Akinyemi, Tomi Akinyemiju, Blessing Akombi, Ziyad Al-Aly, Khurshid Alam, Noore Alam, Samiah Alam, Tahiya Alam, Turki M Alanzi, Samuel B Albertson, Jacqueline Elizabeth Alcalde-Rabanal, Niguse Meles Alema, Muhammad Ali, Saqib Ali, Gianfranco Alicandro, Mehran Alijanzadeh, Cyrus Alinia, Vahid Alipour, Syed Mohamed Aljunid, François Alla, Peter Allebeck, Amir Almasi-Hashiani, Jordi Alonso, Rajaa M Al-Raddadi, Khalid A Altirkawi, Nelson Alvis-Guzman, Nelson J Alvis-Zakzuk, Saeed Amini, Mostafa Amini-Rarani, Arya Aminorroaya, Fatemeh Amiri, Arianna Maever L Amit, Dickson A Amugsi, Gianna Gayle Herrera Amul, Deanna Anderlini, Catalina Liliana Andrei, Tudorel Andrei, Mina Anjomshoa, Fereshteh Ansari, Iman Ansari, Alireza Ansari-Moghaddam, Carl Abelardo T Antonio, Catherine M Antony, Ernoiz Antriyandarti, Davood Anvari, Razique Anwer, Jalal Arabloo, Morteza Arab-Zozani, Aleksandr Y Aravkin, Filippo Ariani, Johan Ärnlöv, Krishna K Aryal, Afsaneh Arzani, Mehran Asadi-Aliabadi, Ali A Asadi-Pooya, Babak Asghari, Charlie Ashbaugh, Desta Debalkie Atnafu, Sachin R Atre, Floriane Ausloos, Marcel Ausloos, Beatriz Paulina Ayala Quintanilla, Getinet Ayano, Martin Amogre Ayanore, Yared Asmare Aynalem, Samad Azari, Ghasem Azarian, Zelalem Nigussie Azene, Ebrahim Babaee, Alaa Badawi, Mojtaba Bagherzadeh, Mohammad Hossein Bakhshaei, Ahad Bakhtiari, Senthilkumar Balakrishnan, Shivanthi Balalla, Shelly Balassyano, Maciej Banach, Palash Chandra Banik, Marlena S Bannick, Agegnehu Bante Bante, Adhanom Gebreegziabher Baraki, Miguel A Barboza, Suzanne Lyn Barker-Collo, Celine M Barthelemy, Lingkan Barua, Akbar Barzegar, Sanjay Basu, Bernhard T Baune, Mohsen Bayati, Gholamreza Bazmandegan, Neeraj Bedi, Ettore Beghi, Yannick Béjot, Aminu K Bello, Rose G Bender, Derrick A Bennett, Fiona B Bennitt, Isabela M Bensenor, Catherine P Benziger, Kidanemaryam Berhe, Eduardo Bernabe, Gregory J Bertolacci, Reshmi Bhageerathy, Neeraj Bhala, Dinesh Bhandari, Pankaj Bhardwaj, Krittika Bhattacharyya, Zulfiqar A Bhutta",2020/10/17,The Lancet,396,10258,1204-1222,Elsevier
"Mohsen Naghavi, Amanuel Alemu Abajobir, Cristiana Abbafati, Kaja M Abbas, Foad Abd-Allah, Semaw Ferede Abera, Victor Aboyans, Olatunji Adetokunboh, Ashkan Afshin, Anurag Agrawal, Alireza Ahmadi, Muktar Beshir Ahmed, Amani Nidhal Aichour, Miloud Taki Eddine Aichour, Ibtihel Aichour, Sneha Aiyar, Fares Alahdab, Ziyad Al-Aly, Khurshid Alam, Noore Alam, Tahiya Alam, Kefyalew Addis Alene, Ayman Al-Eyadhy, Syed Danish Ali, Reza Alizadeh-Navaei, Juma M Alkaabi, Ala'a Alkerwi, François Alla, Peter Allebeck, Christine Allen, Rajaa Al-Raddadi, Ubai Alsharif, Khalid A Altirkawi, Nelson Alvis-Guzman, Azmeraw T Amare, Erfan Amini, Walid Ammar, Yaw Ampem Amoako, Nahla Anber, Hjalte H Andersen, Catalina Liliana Andrei, Sofia Androudi, Hossein Ansari, Carl Abelardo T Antonio, Palwasha Anwari, Johan Ärnlöv, Megha Arora, Al Artaman, Krishna Kumar Aryal, Hamid Asayesh, Solomon W Asgedom, Tesfay Mehari Atey, Leticia Avila-Burgos, Euripide Frinel G Avokpaho, Ashish Awasthi, Tesleem Kayode Babalola, Umar Bacha, Kalpana Balakrishnan, Aleksandra Barac, Miguel A Barboza, Suzanne L Barker-Collo, Simon Barquera, Lars Barregard, Lope H Barrero, Bernhard T Baune, Neeraj Bedi, Ettore Beghi, Yannick Béjot, Bayu Begashaw Bekele, Michelle L Bell, James R Bennett, Isabela M Bensenor, Adugnaw Berhane, Eduardo Bernabé, Balem Demtsu Betsu, Mircea Beuran, Samir Bhatt, Sibhatu Biadgilign, Kelly Bienhoff, Boris Bikbov, Donal Bisanzio, Rupert RA Bourne, Nicholas JK Breitborde, Lemma Negesa Bulto Bulto, Blair R Bumgarner, Zahid A Butt, Lucero Cahuana-Hurtado, Ewan Cameron, Julio Cesar Campuzano, Josip Car, Rosario Cárdenas, Juan Jesus Carrero, Austin Carter, Daniel C Casey, Carlos A Castañeda-Orjuela, Ferrán Catalá-López, Fiona J Charlson, Chioma Ezinne Chibueze, Odgerel Chimed-Ochir, Vesper Hichilombwe Chisumpa, Abdulaal A Chitheer, Devasahayam Jesudas Christopher, Liliana G Ciobanu, Massimo Cirillo, Aaron J Cohen, Danny Colombara, Cyrus Cooper, Benjamin C Cowie, Michael H Criqui, Lalit Dandona, Rakhi Dandona, Paul I Dargan, José das Neves, Dragos V Davitoiu, Kairat Davletov, Barbora de Courten, Barthelemy Kuate Defo, Louisa Degenhardt, Selina Deiparine, Kebede Deribe, Amare Deribew, Subhojit Dey, Daniel Dicker, Eric L Ding, Shirin Djalalinia, Huyen Phuc Do, David Teye Doku, Dirk Douwes-Schultz, Tim R Driscoll, Manisha Dubey, Bruce Bartholow Duncan, Michelle Echko, Ziad Ziad El-Khatib, Christian Lycke Ellingsen, Ahmadali Enayati, Sergey Petrovich Ermakov, Holly E Erskine, Sharareh Eskandarieh, Alireza Esteghamati, Kara Estep, André Faro, Farshad Farzadfar, Valery L Feigin, Seyed-Mohammad Fereshtehnejad, João C Fernandes, Alize J Ferrari, Tesfaye Regassa Feyissa, Irina Filip, Samuel Finegold, Florian Fischer",2017/9/16,The lancet,390,10100,1151-1210,Elsevier
"Christopher JL Murray, Aleksandr Y Aravkin, Peng Zheng, Cristiana Abbafati, Kaja M Abbas, Mohsen Abbasi-Kangevari, Foad Abd-Allah, Ahmed Abdelalim, Mohammad Abdollahi, Ibrahim Abdollahpour, Kedir Hussein Abegaz, Hassan Abolhassani, Victor Aboyans, Lucas Guimarães Abreu, Michael RM Abrigo, Ahmed Abualhasan, Laith Jamal Abu-Raddad, Abdelrahman I Abushouk, Maryam Adabi, Victor Adekanmbi, Abiodun Moshood Adeoye, Olatunji O Adetokunboh, Davoud Adham, Shailesh M Advani, Gina Agarwal, Seyed Mohammad Kazem Aghamir, Anurag Agrawal, Tauseef Ahmad, Keivan Ahmadi, Mehdi Ahmadi, Hamid Ahmadieh, Muktar Beshir Ahmed, Temesgen Yihunie Akalu, Rufus Olusola Akinyemi, Tomi Akinyemiju, Blessing Akombi, Chisom Joyqueenet Akunna, Fares Alahdab, Ziyad Al-Aly, Khurshid Alam, Samiah Alam, Tahiya Alam, Fahad Mashhour Alanezi, Turki M Alanzi, Biresaw wassihun Alemu, Khalid F Alhabib, Muhammad Ali, Saqib Ali, Gianfranco Alicandro, Cyrus Alinia, Vahid Alipour, Hesam Alizade, Syed Mohamed Aljunid, François Alla, Peter Allebeck, Amir Almasi-Hashiani, Hesham M Al-Mekhlafi, Jordi Alonso, Khalid A Altirkawi, Mostafa Amini-Rarani, Fatemeh Amiri, Dickson A Amugsi, Robert Ancuceanu, Deanna Anderlini, Jason A Anderson, Catalina Liliana Andrei, Tudorel Andrei, Colin Angus, Mina Anjomshoa, Fereshteh Ansari, Alireza Ansari-Moghaddam, Ippazio Cosimo Antonazzo, Carl Abelardo T Antonio, Catherine M Antony, Ernoiz Antriyandarti, Davood Anvari, Razique Anwer, Seth Christopher Yaw Appiah, Jalal Arabloo, Morteza Arab-Zozani, Filippo Ariani, Bahram Armoon, Johan Ärnlöv, Afsaneh Arzani, Mehran Asadi-Aliabadi, Ali A Asadi-Pooya, Charlie Ashbaugh, Michael Assmus, Zahra Atafar, Desta Debalkie Atnafu, Maha Moh'd Wahbi Atout, Floriane Ausloos, Marcel Ausloos, Beatriz Paulina Ayala Quintanilla, Getinet Ayano, Martin Amogre Ayanore, Samad Azari, Ghasem Azarian, Zelalem Nigussie Azene, Alaa Badawi, Ashish D Badiye, Mohammad Amin Bahrami, Mohammad Hossein Bakhshaei, Ahad Bakhtiari, Shankar M Bakkannavar, Alberto Baldasseroni, Kylie Ball, Shoshana H Ballew, Daniela Balzi, Maciej Banach, Srikanta K Banerjee, Agegnehu Bante Bante, Adhanom Gebreegziabher Baraki, Suzanne Lyn Barker-Collo, Till Winfried Bärnighausen, Lope H Barrero, Celine M Barthelemy, Lingkan Barua, Sanjay Basu, Bernhard T Baune, Mohsen Bayati, Jacob S Becker, Neeraj Bedi, Ettore Beghi, Yannick Béjot, Michellr L Bell, Fiona B Bennitt, Isabela M Bensenor, Kidanemaryam Berhe, Adam E Berman, Akshaya Srikanth Bhagavathula, Reshmi Bhageerathy, Neeraj Bhala, Dinesh Bhandari, Krittika Bhattacharyya, Zulfiqar A Bhutta, Ali Bijani, Boris Bikbov, Muhammad Shahdaat Bin Sayeed, Antonio Biondi, Binyam Minuye Birihane, Catherine Bisignano, Raaj Kishore Biswas, Helen Bitew, Somayeh Bohlouli, Mehdi Bohluli, Alexandra S Boon-Dooley, Guilherme Borges, Antonio Maria Borzì, Shiva Borzouei",2020/10/17,The lancet,396,10258,1223-1249,Elsevier
